"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure","Année","Mois","Jour","Heure","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-01 00:00","2019","07","01","00:00","10,4","","3,4","","62","","8","","10","","","","100,95","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-01 01:00","2019","07","01","01:00","8,7","","3,2","","69","","8","","11","","","","100,91","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-01 02:00","2019","07","01","02:00","7,9","","3,5","","74","","10","","7","","","","100,90","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-01 03:00","2019","07","01","03:00","8,3","","3,1","","69","","13","","12","","","","100,86","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-01 04:00","2019","07","01","04:00","9,0","","3,5","","69","","14","","9","","","","100,83","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-01 05:00","2019","07","01","05:00","9,8","","3,1","","63","","13","","13","","","","100,77","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-01 06:00","2019","07","01","06:00","11,2","","4,0","","61","","14","","12","","","","100,75","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-01 07:00","2019","07","01","07:00","12,9","","4,4","","56","","17","","7","","","","100,75","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-01 08:00","2019","07","01","08:00","12,8","","4,4","","57","","18","","7","","","","100,74","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-01 09:00","2019","07","01","09:00","10,0","","6,7","","80","","20","","9","","","","100,76","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-01 10:00","2019","07","01","10:00","9,8","","7,9","","88","","17","","10","","","","100,75","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-01 11:00","2019","07","01","11:00","10,0","","8,1","","88","","15","","10","","","","100,70","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-01 12:00","2019","07","01","12:00","10,5","","8,0","","85","","17","","9","","","","100,71","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-01 13:00","2019","07","01","13:00","10,7","","8,3","","85","","19","","6","","","","100,73","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-01 14:00","2019","07","01","14:00","10,4","","8,6","","89","","21","","9","","","","100,74","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-01 15:00","2019","07","01","15:00","10,1","","8,8","","92","","20","","8","","","","100,79","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-01 16:00","2019","07","01","16:00","10,1","","9,0","","93","","20","","5","","","","100,79","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-01 17:00","2019","07","01","17:00","10,3","","9,9","","97","","19","","4","","","","100,79","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-01 18:00","2019","07","01","18:00","10,6","","9,9","","95","","23","","4","","","","100,79","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-01 19:00","2019","07","01","19:00","11,1","","10,4","","95","","25","","3","","","","100,80","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-01 20:00","2019","07","01","20:00","11,1","","10,5","","96","","25","","3","","","","100,82","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-01 21:00","2019","07","01","21:00","11,3","","10,4","","94","","29","","15","","","","100,84","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-01 22:00","2019","07","01","22:00","11,1","","10,0","","93","","29","","14","","","","100,87","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-01 23:00","2019","07","01","23:00","9,9","","8,5","","91","","31","","18","","","","100,90","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-02 00:00","2019","07","02","00:00","9,5","","8,2","","91","","30","","11","","","","100,92","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-02 01:00","2019","07","02","01:00","9,3","","7,6","","89","","30","","18","","","","100,93","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-02 02:00","2019","07","02","02:00","8,6","","7,2","","91","","30","","15","","","","100,92","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-02 03:00","2019","07","02","03:00","8,8","","7,3","","90","","31","","16","","","","100,94","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-02 04:00","2019","07","02","04:00","8,9","","7,5","","91","","31","","15","","","","100,93","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-02 05:00","2019","07","02","05:00","9,1","","7,5","","90","","31","","10","","","","100,95","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-02 06:00","2019","07","02","06:00","9,4","","7,6","","88","","31","","9","","","","100,98","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-02 07:00","2019","07","02","07:00","9,8","","7,6","","86","","29","","13","","","","100,97","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-02 08:00","2019","07","02","08:00","9,9","","7,6","","85","","29","","12","","","","100,98","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-02 09:00","2019","07","02","09:00","10,7","","7,2","","79","","30","","14","","","","100,99","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-02 10:00","2019","07","02","10:00","11,6","","5,9","","68","","31","","20","","","","100,99","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-02 11:00","2019","07","02","11:00","12,7","","6,6","","66","","30","","14","","","","100,99","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-02 12:00","2019","07","02","12:00","13,2","","6,4","","63","","30","","21","","","","101,00","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-02 13:00","2019","07","02","13:00","13,4","","6,3","","62","","31","","17","","","","100,99","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-02 14:00","2019","07","02","14:00","13,6","","6,4","","62","","30","","16","","","","100,98","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-02 15:00","2019","07","02","15:00","14,4","","7,1","","62","","29","","13","","","","100,95","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-02 16:00","2019","07","02","16:00","14,3","","5,7","","56","","30","","17","","","","100,92","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-02 17:00","2019","07","02","17:00","14,9","","5,7","","54","","30","","15","","","","100,91","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-02 18:00","2019","07","02","18:00","14,8","","5,4","","53","","30","","15","","","","100,90","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-02 19:00","2019","07","02","19:00","15,1","","6,0","","54","","32","","15","","","","100,87","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-02 20:00","2019","07","02","20:00","15,0","","6,1","","55","","30","","12","","","","100,85","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-02 21:00","2019","07","02","21:00","14,4","","6,2","","58","","30","","12","","","","100,83","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-02 22:00","2019","07","02","22:00","13,8","","6,7","","62","","33","","10","","","","100,82","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-02 23:00","2019","07","02","23:00","12,6","","6,8","","68","","34","","8","","","","100,81","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-03 00:00","2019","07","03","00:00","11,5","","6,9","","74","","36","","8","","","","100,78","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-03 01:00","2019","07","03","01:00","10,2","","6,7","","79","","36","","10","","","","100,76","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-03 02:00","2019","07","03","02:00","7,3","","4,3","","82","","6","","10","","","","100,74","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-03 03:00","2019","07","03","03:00","7,4","","5,9","","90","","7","","11","","","","100,72","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-03 04:00","2019","07","03","04:00","7,6","","6,7","","95","","8","","11","","","","100,69","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-03 05:00","2019","07","03","05:00","7,7","","6,7","","93","","8","","12","","","","100,67","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-03 06:00","2019","07","03","06:00","9,0","","7,2","","88","","8","","11","","","","100,65","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-03 07:00","2019","07","03","07:00","12,0","","7,7","","75","","9","","9","","","","100,63","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-03 08:00","2019","07","03","08:00","14,1","","7,5","","64","","12","","9","","","","100,59","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-03 09:00","2019","07","03","09:00","16,1","","7,7","","57","","16","","8","","","","100,53","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-03 10:00","2019","07","03","10:00","17,3","","8,3","","55","","19","","7","","","","100,52","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-07-03 11:00","2019","07","03","11:00","18,7","","8,9","","53","","21","","10","","","","100,46","","","","","","ND"
